,0,0
0,-3.5,0.0
1,-3.4411764705882355,0.05857637172516039
2,-3.3823529411764706,0.11665842807711346
3,-3.323529411764706,0.17424616905585744
4,-3.264705882352941,0.2313395946613941
5,-3.2058823529411766,0.2879387048937221
6,-3.1470588235294117,0.3440434997528423
7,-3.088235294117647,0.39965397923875434
8,-3.0294117647058822,0.4547701433514586
9,-2.9705882352941178,0.5093919920909542
10,-2.911764705882353,0.5635195254572416
11,-2.8529411764705883,0.6171527434503212
12,-2.7941176470588234,0.6702916460701931
13,-2.735294117647059,0.7229362333168563
14,-2.6764705882352944,0.7750865051903113
15,-2.6176470588235294,0.8267424616905585
16,-2.5588235294117645,0.8779041028175978
17,-2.5,0.9285714285714286
18,-2.4411764705882355,0.9787444389520512
19,-2.3823529411764706,1.0284231339594663
20,-2.3235294117647056,1.077607513593673
21,-2.264705882352941,1.1262975778546713
22,-2.2058823529411766,1.1744933267424615
23,-2.1470588235294117,1.222194760257044
24,-2.088235294117647,1.269401878398418
25,-2.0294117647058822,1.3161146811665845
26,-1.9705882352941178,1.362333168561542
27,-1.911764705882353,1.4080573405832921
28,-1.8529411764705883,1.453287197231834
29,-1.7941176470588236,1.4980227385071676
30,-1.7352941176470589,1.542263964409293
31,-1.6764705882352942,1.5860108749382105
32,-1.6176470588235294,1.62926347009392
33,-1.5588235294117647,1.6720217498764212
34,-1.5,1.7142857142857144
35,-1.4411764705882355,1.7560553633217992
36,-1.3823529411764706,1.7973306969846763
37,-1.323529411764706,1.838111715274345
38,-1.2647058823529411,1.8783984181908058
39,-1.2058823529411766,1.9181908057340582
40,-1.1470588235294117,1.9574888779041029
41,-1.0882352941176472,1.996292634700939
42,-1.0294117647058822,2.0346020761245676
43,-0.9705882352941178,2.0724172021749876
44,-0.9117647058823528,2.1097380128522
45,-0.8529411764705883,2.1465645081562035
46,-0.7941176470588234,2.1828966880869998
47,-0.7352941176470589,2.2187345526445874
48,-0.6764705882352944,2.254078101828967
49,-0.6176470588235294,2.2889273356401385
50,-0.5588235294117649,2.3232822540781015
51,-0.5,2.357142857142857
52,-0.4411764705882355,2.3905091448344042
53,-0.38235294117647056,2.4233811171527435
54,-0.32352941176470607,2.455758774097874
55,-0.2647058823529411,2.4876421156697974
56,-0.20588235294117663,2.519031141868512
57,-0.1470588235294117,2.549925852694019
58,-0.08823529411764719,2.580326248146317
59,-0.02941176470588225,2.610232328225408
60,0.02941176470588225,2.6396440929312903
61,0.08823529411764719,2.6685615422639644
62,0.1470588235294117,2.6969846762234306
63,0.20588235294117663,2.7249134948096887
64,0.2647058823529411,2.7523479980227386
65,0.3235294117647056,2.77928818586258
66,0.38235294117647056,2.805734058329214
